Datetime,^GSPC
2024-11-04 15:50:00+00:00,5736.6201171875
2024-11-04 15:51:00+00:00,5736.56982421875
2024-11-04 15:52:00+00:00,5738.0498046875
2024-11-04 15:53:00+00:00,5737.72998046875
2024-11-04 15:54:00+00:00,5737.7900390625
2024-11-04 15:55:00+00:00,5735.7998046875
2024-11-04 15:56:00+00:00,5735.56982421875
2024-11-04 15:57:00+00:00,5735.16015625
2024-11-04 15:58:00+00:00,5734.64990234375
2024-11-04 15:59:00+00:00,5732.9501953125
2024-11-04 16:00:00+00:00,5732.1201171875
2024-11-04 16:01:00+00:00,5732.27978515625
2024-11-04 16:02:00+00:00,5734.89013671875
2024-11-04 16:03:00+00:00,5733.31005859375
2024-11-04 16:04:00+00:00,5733.830078125
2024-11-04 16:05:00+00:00,5732.97021484375
2024-11-04 16:06:00+00:00,5733.06005859375
2024-11-04 16:07:00+00:00,5734.5
2024-11-04 16:08:00+00:00,5735.18017578125
2024-11-04 16:09:00+00:00,5734.27978515625
2024-11-04 16:10:00+00:00,5736.85986328125
2024-11-04 16:11:00+00:00,5737.5498046875
2024-11-04 16:12:00+00:00,5737.740234375
2024-11-04 16:13:00+00:00,5738.740234375
2024-11-04 16:14:00+00:00,5736.43994140625
2024-11-04 16:15:00+00:00,5736.85009765625
2024-11-04 16:16:00+00:00,5734.4599609375
2024-11-04 16:17:00+00:00,5733.5498046875
2024-11-04 16:18:00+00:00,5731.85009765625
2024-11-04 16:19:00+00:00,5731.68994140625
2024-11-04 16:20:00+00:00,5732.22021484375
2024-11-04 16:21:00+00:00,5730.18994140625
2024-11-04 16:22:00+00:00,5731.18017578125
2024-11-04 16:23:00+00:00,5729.580078125
2024-11-04 16:24:00+00:00,5728.31005859375
2024-11-04 16:25:00+00:00,5728.740234375
2024-11-04 16:26:00+00:00,5727.52001953125
2024-11-04 16:27:00+00:00,5728.47998046875
2024-11-04 16:28:00+00:00,5728.22998046875
2024-11-04 16:29:00+00:00,5728.02978515625
2024-11-04 16:30:00+00:00,5725.60009765625
2024-11-04 16:31:00+00:00,5724.06982421875
2024-11-04 16:32:00+00:00,5721.7099609375
2024-11-04 16:33:00+00:00,5721.8798828125
2024-11-04 16:34:00+00:00,5721.56982421875
2024-11-04 16:35:00+00:00,5721.2900390625
2024-11-04 16:36:00+00:00,5719.85986328125
2024-11-04 16:37:00+00:00,5718.68017578125
2024-11-04 16:38:00+00:00,5716.7900390625
2024-11-04 16:39:00+00:00,5715.580078125
2024-11-04 16:40:00+00:00,5715.0498046875
2024-11-04 16:41:00+00:00,5715.0400390625
2024-11-04 16:42:00+00:00,5715.10986328125
2024-11-04 16:43:00+00:00,5709.0
2024-11-04 16:44:00+00:00,5711.08984375
2024-11-04 16:45:00+00:00,5710.8798828125
2024-11-04 16:46:00+00:00,5706.97998046875
2024-11-04 16:47:00+00:00,5707.33984375
2024-11-04 16:48:00+00:00,5707.830078125
2024-11-04 16:49:00+00:00,5706.39990234375
2024-11-04 16:50:00+00:00,5706.7998046875
2024-11-04 16:51:00+00:00,5706.75
2024-11-04 16:52:00+00:00,5705.740234375
2024-11-04 16:53:00+00:00,5706.490234375
2024-11-04 16:54:00+00:00,5704.89990234375
2024-11-04 16:55:00+00:00,5705.6201171875
2024-11-04 16:56:00+00:00,5703.81982421875
2024-11-04 16:57:00+00:00,5700.5498046875
2024-11-04 16:58:00+00:00,5702.5
2024-11-04 16:59:00+00:00,5705.2900390625
2024-11-04 17:00:00+00:00,5705.66015625
2024-11-04 17:01:00+00:00,5706.8798828125
2024-11-04 17:02:00+00:00,5705.2001953125
2024-11-04 17:03:00+00:00,5704.8701171875
2024-11-04 17:04:00+00:00,5703.02001953125
2024-11-04 17:05:00+00:00,5701.740234375
2024-11-04 17:06:00+00:00,5700.81982421875
2024-11-04 17:07:00+00:00,5701.68017578125
2024-11-04 17:08:00+00:00,5700.41015625
2024-11-04 17:09:00+00:00,5696.91015625
2024-11-04 17:10:00+00:00,5697.43017578125
2024-11-04 17:11:00+00:00,5699.0498046875
2024-11-04 17:12:00+00:00,5701.43017578125
2024-11-04 17:13:00+00:00,5703.93994140625
2024-11-04 17:14:00+00:00,5703.27978515625
2024-11-04 17:15:00+00:00,5704.259765625
2024-11-04 17:16:00+00:00,5703.52001953125
2024-11-04 17:17:00+00:00,5705.2998046875
2024-11-04 17:18:00+00:00,5704.27001953125
2024-11-04 17:19:00+00:00,5705.14990234375
2024-11-04 17:20:00+00:00,5710.509765625
2024-11-04 17:21:00+00:00,5710.16015625
2024-11-04 17:22:00+00:00,5709.990234375
2024-11-04 17:23:00+00:00,5712.27001953125
2024-11-04 17:24:00+00:00,5712.740234375
2024-11-04 17:25:00+00:00,5713.240234375
2024-11-04 17:26:00+00:00,5715.60986328125
2024-11-04 17:27:00+00:00,5715.830078125
2024-11-04 17:28:00+00:00,5717.0498046875
2024-11-04 17:29:00+00:00,5716.2998046875
2024-11-04 17:30:00+00:00,5717.47998046875
2024-11-04 17:31:00+00:00,5718.60009765625
2024-11-04 17:32:00+00:00,5717.0
2024-11-04 17:33:00+00:00,5717.490234375
2024-11-04 17:34:00+00:00,5717.97021484375
